Ent_ID,Name
317828,"Semigin, Gennadiy Yuryevich"
317831,"Chilingarov, Artur Nikolayevich"
317946,"Aven, Pyetr Olegovich"
318097,"Zatulin, Konstantin Fyedorovich"
318110,"Grachyev, Ivan Dmitriyevich"
318560,"Makarov, Andrey Mikhaylovich"
319220,"Krasheninnikov, Pavel Vladimirovich"
319333,"Urinson, Yakov Moiseyevich"
319339,"Yefimov, Vitaliy Borisovich"
319368,"Illarionov, Andrey Nikolayevich"
319378,"Abramov, Aleksandr Sergeyevich"
319771,"Rapota, Grigoriy Alekseyevich"
319872,"Vasilyev, Dmitriy Valeryevich"
319965,"Neyelov, Yuriy Vasilyevich"
320780,"Baluyevskiy, Yuriy Nikolayevich Nikolayevich"
321990,"Lavrynovych, Oleksandr Volodymyrovych"
323018,"Guerra Tulena, Julio César"
328048,"Theurer, Michael Alexander"
332677,"Chen, Chao-ming"
337151,"Kirisci, Vahit"
337401,"Yuksektepe, Mehmet"
337549,"Aksu, Abdulkadir"
337959,"Yildirim, Recep"
338009,"Seyda, Abdullah Veli"
342887,"Kozák, Stanislav"
342892,"Vicenová, Milena"
345724,"Klučka, Václav"
347633,"Shang, Yong"
351156,"Wei, Benhua"
351370,"Gao, Lipu"
352437,"Scheler, Claudia"
353063,"Bai, Tongshuo"
353624,"Maas, Heiko Josef"
353951,"Kwok, Walter Ping-sheung"
354143,"Khomutynnik, Vitalii Yuriiovych"
400788,HIZBALLAH
418377,"Liu, Tinghuan"
421051,"Taubert, Heike"
421405,"Kazakov, Viktor Alekseyevich"
421412,"Fridman, Mikhail Maratovich"
421488,"Tam, Maria Wai Chu"
421843,"Po, Kong"
422665,"Zhang, Hongli"
423495,"Zhu, Yuming"
423567,"Jiaravanon, Sumet"
423626,"Chung, Timpson Shui-ming"
429854,"Li, Lihui"
432734,"Che, Shujian"
434195,"Zhang, Xiao"
434309,"Yu, Xuexin"
434380,"Omamo, Raychelle Awuor"
434485,"Haakonsen, Bent"
434487,"Reuss Haakonsen, Kirsten"
435161,"Gu, Xin"
435170,"Guo, Guoqing"
435285,"Lassen, Niels Julius"
435627,"Zhang, Lihui"
436016,"Zhang, Xinjian"
436476,"Zheng, Yuewen"
436741,"Hu, Huaibang"
436788,"Wang, Wenze"
438039,"Pekhtin, Vladimir Alekseyevich"
438208,"Arshba, Otari Ionovich"
439011,"Bortsov, Nikolay Ivanovich"
439111,"Wang, Yanfeng"
439441,"Gasanov, Magomedkadi Nabiyevich"
439521,"Egli, Bernhard"
439624,"Pallai, Naren"
440603,"Gubkin, Anatoliy Alekseyevich"
441277,"Igoshin, Igor Nikolayevich"
441279,"Isayev, Andrey Konstantinovich"
441663,"Kogan, Aleksandr Borisovich"
442249,"Black-Pahad, Sandra Jean"
442614,"Xu, Lixin"
442785,"Morozov, Aleksandr Vladimirovich"
444518,"Reznik, Vladislav Matusovich"
444530,"Mendes Vitorino, Ana Paula"
444613,"do Nascimento Cabrita, Eduardo Arménio"
444803,"Simanovskiy, Leonid Yakovlevich"
445375,"Tkachev, Aleksey Nikolayevich"
445387,"Tretyak, Vladislav Aleksandrovich"
445478,"Khinshteyn, Aleksandr Yevseyevich"
445489,"Khor, Gleb Yakovlevich"
445592,"Mokonyane, Nomvula Paula"
446882,"Golubev, Valeriy Aleksandrovich"
447932,"Bogdanov, Vladimir Leonidovich"
448044,"Müller-Altermatt, Sabine"
448045,"Müller-Altermatt, Joël"
448046,"Müller-Altermatt, Lionel"
457616,"Goreglyad, Valeriy Pavlovich"
457633,"Liu, Quanwang"
459626,"Ignatov, Viktor Aleksandrovich"
459852,"Kalinin, Yuriy Ivanovich"
460256,"Villavicencio Cárdenas, Francisco Javier"
460923,"Wu, Suping"
460961,"Shen, Zuwei"
460971,"Chi, Hong"
461204,"Lomakin-Rumyantsev, Ilya Vadimovich"
461977,"Huang, Zhiping"
462167,"Mordashov, Aleksey Aleksandrovich"
463019,"Pollyyeva, Dzhakhan Redzhepovna"
463059,"Pospelov, Vladimir Yakovlevich"
463103,"Putilin, Vladislav Nikolayevich"
463596,"Sadygov, Famil Kamilovich"
464778,"Starikov, Ivan Valentinovich"
464860,"Skarga, Dmitriy Yuryevich"
465403,"Savenkov, Aleksandr Nikolayevich"
466979,"Ivanov, Anton Aleksandrovich"
467024,"Yang, Junbin"
467179,"Jindal, Naveen"
467212,"Kopeykin, Mikhail Yurievich"
467229,"Laptev, Yuriy Konstantinovich"
467276,"Timakova, Natalya Aleksandrovna"
467280,"Dvorkovich, Arkadiy Vladimirovich"
468033,"Zhu, Lifei"
468951,"Pradhan, Dharmendra"
469251,"Fedorov, Aleksey Innokentyevich"
469272,"Alimova, Olga Nikolayevna"
469435,"Correa Delgado, Rafael Vicente"
469897,"Alshevskikh, Andrey Gennadyevich"
469970,"Kovpak, Igor Ivanovich"
470008,"Malykh, Nikolay Aleksandrovich"
471959,"Kvitka, Ivan Ivanovich"
472345,"Anikeyev, Andrey Anatolyevich"
472431,"Kurinnyy, Aleksey Vladimirovich"
473336,"Malyshev, Andrey Borisovich"
473581,"Wölfer, Klaus Otto"
473630,"Tsalikov, Ruslan Khadzhismelovich"
474316,"Khamitov, Rustem Zakiyevich"
474574,"Reus, Andrey Georgiyevich"
474585,"Elkin, Grigoriy Iosifovich"
474594,"Oganesyan, Sergey Aramovich"
474806,"Misharin, Aleksandr Sergeyevich"
474836,"Neradko, Aleksandr Vasilyevich"
474846,"Akulov, Mikhail Pavlovich"
474867,"Ruksha, Vyacheslav Vladimirovich"
474870,"Belozyerov, Oleg Valentinovich"
474933,"Skrivanov, Dmitriy Stanislavovich"
474940,"Mishustin, Mikhail Vladimirovich"
475082,"Savelyev, Vitaliy Gennadyevich"
475085,"Artemyev, Igor Yuryevich"
475873,"Vyugin, Oleg Vyacheslavovich"
475967,"Gusakov, Vladimir Anatolyevich"
476058,"Kamenskikh, Ivan Mikhaylovich"
476063,"Serdyukov, Anatoliy Eduardovich"
476086,"Shevtsova, Tatyana Viktorovna"
476190,"Deryabkin, Viktor Yefimovich"
476250,"Sholokhov, Aleksandr Mikhaylovich"
476257,Azahari bin Husin
476921,"Pyatigorets, Igor Nikolayevich"
477212,"Yevseyev, Matvey Nikolayevich"
477229,"Morozkin, Aleksandr Pavlovich"
478080,"Ponomarev, Semyen Fedotovich"
478113,"Doynikov, Yuriy Andreyevich"
478131,"Tarasov, Oleg Vladimirovich"
478150,"Alyabyev, Sergey Georgiyevich"
478296,"Vladimirov, Leonid Nikolayevich"
478476,"Khusnullin, Marat Shakirzyanovich"
482757,"Oseyevskiy, Mikhail Eduardovich"
482821,"Dmitriyev, Vladimir Aleksandrovich"
482850,"Kosov, Nikolay Nikolayevich"
482915,"Ananenkov, Aleksandr Georgyievich"
482926,"Burckhard, Bergmann"
482955,"Sereda, Mikhail Leonidovich"
482965,"Fedorov, Boris Grigoryevich"
483038,"Vasilyeva, Yelena Aleksandrovna"
483044,"Kozlov, Aleksandr Nikolayevich"
483050,"Kruglov, Andrey Vyacheslavovich"
483053,"Medvedev, Aleksander Ivanovich"
483073,"Pavlova, Olga Petrovna"
483089,"Rusakova, Vlada Vilorikovna"
483109,"Seleznev, Kirill Gennadyevich"
483117,"Chuychenko, Konstantin Anatolyevich"
484056,"Molchanov, Yuriy Vyacheslavovich"
484134,"Makarov, Vyacheslav Serafimovich"
484142,"Nilov, Oleg Anatolyevich"
484658,"Zavalnyy, Pavel Nikolayevich"
485051,"Botwe, Dan Kwaku"
485658,"Zubarev, Viktor Vladislavovich"
486948,"Kanayev, Aleksey Valerianovich"
489220,"Nikolayeva, Viktoriya Viktorovna"
